age,city,is_paris,months_since_inscription,language,dark_mode,font_accessibility,subscription_type,is_renewed,nb_interventions_total,nb_services_domicile,nb_services_medical,nb_services_online,nb_services_sante,nb_services_loisirs,nb_services_tourisme,nb_services_emploi,nb_services_cours,nb_orders_shop,avg_grade_given,total_spent,nb_quotes_requested,nb_quotes_accepted,next_service_type
69,Bordeaux,0,21,fr,0,1,annual_standard,0,7,1,2,1,0,5,0,0,0,1,4.3,614.70,,
91,Créteil,1,36,fr,0,2,annual_renewal,1,17,6,5,1,10,1,1,1,1,0,4.5,1489.25,,
67,Marseille,0,15,es,0,0,annual_standard,0,5,1,1,0,0,4,0,0,0,1,3.8,422.60,,
76,Paris 15e,1,55,fr,0,1,monthly_renewal,1,23,9,8,2,2,1,2,2,1,5,3.9,2198.40,,
62,Nantes,0,8,fr,0,0,monthly_standard,0,1,0,0,0,0,0,0,0,0,2,4.7,310.15,,
80,Paris 12e,1,43,fr,1,0,annual_renewal,1,18,6,6,1,11,1,1,1,1,2,4.0,1632.70,,
70,Toulouse,0,26,fr,0,0,annual_standard,0,8,2,2,1,0,6,0,0,1,0,3.5,709.35,,
86,Strasbourg,0,58,de,0,2,annual_renewal,1,25,10,8,2,3,1,1,1,12,3,4.6,2054.80,,
64,Paris 20e,1,19,fr,0,0,annual_standard,0,5,1,1,0,0,3,1,0,0,1,4.2,368.90,,
78,Rennes,0,44,fr,1,1,annual_renewal,1,15,5,4,2,8,1,1,1,1,4,3.8,1348.55,,
92,Paris 15e,1,31,fr,0,1,monthly_standard,0,12,4,4,1,7,0,0,0,1,0,4.4,1087.65,,
65,Grenoble,0,50,fr,0,0,annual_renewal,1,14,3,3,3,1,8,1,1,1,2,4.1,1512.30,,
73,Bordeaux,0,22,it,1,0,monthly_standard,0,6,1,2,0,1,0,0,0,4,3,3.6,754.45,,
89,Paris 12e,1,39,fr,0,0,annual_renewal,1,20,8,7,1,12,1,1,1,1,1,4.3,1876.15,,
61,Lyon,0,12,fr,0,1,annual_standard,0,4,0,0,0,0,3,0,0,1,2,4.9,392.80,,
75,Paris 20e,1,57,en,0,0,monthly_renewal,1,28,10,9,3,2,2,2,3,2,5,3.4,2512.60,,
82,Toulouse,0,34,fr,1,0,annual_renewal,1,11,3,3,1,7,1,1,0,0,3,3.9,1023.45,,
67,Nantes,0,16,fr,0,2,annual_standard,0,4,1,1,0,0,2,0,0,0,0,4.1,277.30,,
94,Créteil,1,47,fr,0,1,annual_renewal,1,22,9,7,1,13,1,1,1,1,2,4.5,1987.55,,
70,Strasbourg,0,25,de,0,0,monthly_standard,0,7,2,2,1,0,4,1,0,0,1,3.7,598.70,,
77,Paris 12e,1,42,fr,0,0,annual_renewal,1,16,6,5,1,10,1,1,1,1,4,4.2,1456.90,,
63,Rennes,0,10,fr,1,0,monthly_standard,0,2,0,0,0,0,1,0,0,0,0,4.6,145.30,,
87,Grenoble,0,56,fr,0,2,annual_renewal,1,24,9,8,2,15,1,1,1,1,1,3.8,2298.75,,
69,Paris 15e,1,28,fr,0,0,annual_renewal,1,10,3,3,1,1,6,1,0,1,2,4.0,921.40,,
74,Bordeaux,0,38,fr,0,1,monthly_renewal,1,13,4,3,2,1,8,0,1,1,3,3.6,1178.25,,
83,Montreuil,1,51,fr,1,0,annual_renewal,1,21,8,7,1,12,1,1,1,1,2,4.3,1898.60,,
66,Paris 20e,1,23,es,0,0,annual_standard,0,6,1,1,1,0,4,0,0,0,1,4.7,534.85,,
78,Toulouse,0,46,fr,0,1,annual_renewal,1,15,5,4,2,9,1,1,1,1,5,4.1,1623.40,,
71,Nantes,0,13,fr,0,0,monthly_standard,0,2,0,0,0,0,1,1,0,0,1,3.9,231.75,,
90,Paris 12e,1,40,fr,0,0,annual_renewal,1,18,7,6,1,11,1,1,0,1,0,4.4,1567.30,,
64,Strasbourg,0,20,de,1,1,annual_standard,0,5,1,1,0,0,3,0,0,0,2,4.8,463.20,,
75,Lyon,0,49,fr,0,0,monthly_renewal,1,20,6,5,3,1,1,13,1,1,4,3.5,2087.95,,
68,Paris 15e,1,32,fr,0,2,annual_renewal,1,13,4,4,1,8,1,0,1,1,1,4.2,1234.60,,
86,Rennes,0,54,fr,1,0,annual_renewal,1,23,9,8,2,14,1,1,1,1,3,3.7,2156.85,,
61,Bordeaux,0,6,fr,0,0,monthly_standard,0,1,0,0,0,0,0,0,0,0,0,5.0,89.40,,
73,Paris 20e,1,35,en,0,1,annual_renewal,1,12,4,3,2,1,7,1,0,1,3,4.3,1089.70,,
79,Grenoble,0,59,fr,0,0,monthly_renewal,1,27,10,9,3,2,2,2,3,2,6,3.3,2437.15,,
65,Toulouse,0,17,fr,1,0,annual_standard,0,5,1,1,0,0,3,1,0,0,1,4.6,392.50,,
88,Créteil,1,44,fr,0,2,annual_renewal,1,19,7,6,1,12,1,1,1,1,0,4.0,1734.80,,
70,Nantes,0,24,fr,0,0,annual_standard,0,7,2,2,1,0,5,0,0,1,2,3.8,658.35,,
76,Paris 12e,1,50,fr,0,0,monthly_renewal,1,22,8,7,2,13,1,1,1,1,4,4.1,2023.55,,
62,Strasbourg,0,9,fr,0,1,monthly_standard,0,1,0,0,0,0,0,0,0,0,1,4.5,176.90,,
84,Lyon,0,37,fr,1,0,annual_renewal,1,14,5,4,1,9,1,1,0,1,2,3.9,1312.45,,
67,Paris 15e,1,26,de,0,0,annual_renewal,1,9,3,2,1,1,5,1,0,0,1,4.4,845.60,,
93,Montreuil,1,53,fr,0,1,annual_renewal,1,26,11,9,2,15,1,1,1,1,3,4.6,2312.75,,
71,Rennes,0,19,fr,0,0,annual_standard,0,6,1,1,1,0,4,0,0,0,0,4.1,487.25,,
80,Bordeaux,0,42,fr,0,0,monthly_renewal,1,16,5,5,2,1,1,1,9,1,5,3.6,1756.90,,
64,Paris 20e,1,30,fr,1,2,annual_renewal,1,10,3,3,1,6,0,0,0,1,2,4.3,976.40,,
77,Grenoble,0,55,fr,0,1,annual_renewal,1,21,8,6,2,13,1,1,1,1,1,3.7,1923.65,,
69,Toulouse,0,14,es,0,0,annual_standard,0,4,1,1,0,0,2,0,0,0,1,4.9,341.80,,
85,Paris 12e,1,48,fr,0,0,annual_renewal,1,20,7,7,1,12,1,1,1,1,2,4.2,1823.30,,
72,Nantes,0,22,fr,1,0,monthly_standard,0,6,1,2,0,0,3,1,0,0,3,3.8,678.95,,
91,Créteil,1,58,fr,0,2,monthly_renewal,1,29,12,10,2,3,2,1,2,1,4,4.0,2578.40,,
66,Strasbourg,0,11,de,0,0,annual_standard,0,3,0,0,0,0,2,0,0,0,0,4.7,249.15,,
74,Lyon,0,40,fr,0,1,annual_renewal,1,15,5,4,2,9,1,1,1,1,3,4.2,1389.70,,
81,Paris 15e,1,33,fr,1,0,monthly_standard,0,13,5,4,1,2,0,1,1,1,0,3.5,1145.25,,
63,Rennes,0,16,fr,0,0,annual_standard,0,4,0,0,0,0,3,0,0,1,1,4.8,356.40,,
87,Montreuil,1,51,en,0,1,annual_renewal,1,22,8,7,1,13,1,1,1,1,2,4.4,1978.55,,
70,Bordeaux,0,27,fr,0,0,annual_renewal,1,9,2,2,1,1,6,0,0,0,4,3.9,912.80,,
78,Paris 20e,1,45,fr,1,1,monthly_renewal,1,24,9,8,2,2,1,1,2,1,6,3.3,2234.65,,
62,Grenoble,0,8,fr,0,0,monthly_standard,0,1,0,0,0,0,0,0,0,0,0,5.0,102.35,,
76,Toulouse,0,36,fr,0,2,annual_renewal,1,14,4,4,2,8,1,1,1,1,3,4.1,1256.90,,
89,Paris 12e,1,60,fr,0,0,monthly_renewal,1,33,13,11,3,4,2,2,2,2,5,3.6,2789.45,,
65,Nantes,0,21,fr,1,0,annual_standard,0,5,1,1,0,0,4,0,0,0,1,4.5,498.70,,
83,Créteil,1,43,fr,0,1,annual_renewal,1,18,6,6,1,11,1,1,1,1,1,4.3,1645.15,,
67,Strasbourg,0,29,de,0,0,annual_renewal,1,10,3,2,1,1,5,1,0,0,2,3.7,856.30,,
73,Lyon,0,17,fr,0,0,monthly_standard,0,4,1,1,0,0,1,2,0,0,2,4.6,389.55,,
92,Paris 15e,1,54,fr,1,2,annual_renewal,1,25,10,8,2,14,1,1,1,1,3,4.5,2267.80,,
61,Rennes,0,6,fr,0,0,monthly_standard,0,0,0,0,0,0,0,0,0,0,0,4.2,75.60,,
79,Bordeaux,0,47,fr,0,1,annual_renewal,1,17,6,5,2,10,1,1,1,1,4,3.8,1567.35,,
66,Paris 20e,1,25,fr,0,0,annual_standard,0,7,2,2,0,1,4,0,0,0,1,4.0,612.90,,
84,Grenoble,0,56,fr,1,0,monthly_renewal,1,23,8,7,3,15,1,1,1,1,2,4.1,2089.70,,
69,Toulouse,0,32,fr,0,1,annual_renewal,1,11,3,3,1,7,0,1,1,0,3,3.6,1023.45,,
77,Montreuil,1,49,en,0,0,annual_renewal,1,20,7,6,1,12,1,1,1,1,1,4.4,1812.60,,
64,Nantes,0,13,fr,1,0,monthly_standard,0,2,0,0,0,0,1,0,0,0,1,4.8,198.75,,
90,Paris 12e,1,57,fr,0,2,monthly_renewal,1,30,12,10,2,3,2,1,2,1,4,3.9,2634.20,,
71,Strasbourg,0,20,de,0,0,annual_standard,0,6,1,1,1,0,3,1,0,0,0,4.3,523.85,,
86,Lyon,0,44,fr,0,1,annual_renewal,1,16,5,5,2,10,1,1,1,1,3,4.0,1478.95,,
63,Paris 15e,1,31,fr,1,0,annual_renewal,1,9,3,2,1,1,5,0,1,0,2,4.7,876.30,,
75,Rennes,0,52,fr,0,0,monthly_renewal,1,21,7,6,3,1,1,13,1,1,5,3.4,2123.45,,
80,Bordeaux,0,18,it,0,0,annual_standard,0,5,1,1,0,0,2,0,2,0,1,4.2,456.70,,
68,Paris 20e,1,39,fr,0,1,annual_renewal,1,14,5,4,1,9,1,0,1,1,2,4.1,1289.55,,
93,Créteil,1,58,fr,1,1,annual_renewal,1,28,11,10,2,16,1,1,1,1,4,4.6,2456.80,,
61,Grenoble,0,10,fr,0,0,monthly_standard,0,2,0,0,0,1,0,1,0,0,0,4.9,187.40,,
76,Toulouse,0,35,fr,0,0,annual_renewal,1,12,4,3,2,7,1,0,1,0,3,3.8,1134.65,,
82,Paris 12e,1,46,fr,0,2,monthly_renewal,1,24,9,8,2,2,1,1,2,1,5,3.7,2167.30,,
